DeployID,TagID,RecapID,RecapID_Clean,Size (mm),RiffleID,Site,SurveyID,Date,Notes
51092,230000111641,NA,NA,32,0,Riffle 0,Deploy 2024_10,NA,NA
51085,230000111642,NA,NA,32,0,Riffle 0,Deploy 2024_10,NA,NA
51057,230000111647,NA,NA,32,0,Riffle 0,Deploy 2024_10,NA,NA
51006,230000111651,NA,NA,32,0,Riffle 0,Deploy 2024_10,NA,NA
51000,230000111676,NA,NA,32,0,Riffle 0,Deploy 2024_10,NA,NA
51064,230000111689,NA,NA,32,0,Riffle 0,Deploy 2024_10,NA,NA
51089,230000111693,NA,NA,32,0,Riffle 0,Deploy 2024_10,NA,NA
51062,230000111701,NA,NA,32,0,Riffle 0,Deploy 2024_10,NA,NA
51012,230000111714,NA,NA,32,0,Riffle 0,Deploy 2024_10,NA,NA
51008,230000111715,NA,NA,32,0,Riffle 0,Deploy 2024_10,NA,NA
51091,230000111720,NA,NA,32,0,Riffle 0,Deploy 2024_10,NA,NA
51039,230000111722,NA,NA,32,0,Riffle 0,Deploy 2024_10,NA,NA
51067,230000111730,NA,NA,32,0,Riffle 0,Deploy 2024_10,NA,NA
51076,230000111736,NA,NA,32,0,Riffle 0,Deploy 2024_10,NA,NA
51083,230000111737,NA,NA,32,0,Riffle 0,Deploy 2024_10,NA,NA
51030,230000111741,NA,NA,32,0,Riffle 0,Deploy 2024_10,NA,NA
51034,231000039719,NA,NA,14,0,Riffle 0,Deploy 2024_10,NA,NA
51088,231000039721,NA,NA,14,0,Riffle 0,Deploy 2024_10,NA,NA
51007,231000039742,NA,NA,14,0,Riffle 0,Deploy 2024_10,NA,NA
51074,231000039772,NA,NA,14,0,Riffle 0,Deploy 2024_10,NA,NA
51058,231000039778,NA,NA,14,0,Riffle 0,Deploy 2024_10,NA,NA
50225,226001370206,NA,NA,32,1,Riffle 1,Deploy 2023,4/24/2023,NA
50206,226001370212,NA,NA,16,1,Riffle 1,Deploy 2023,4/24/2023,NA
50298,226001370215,NA,NA,16,1,Riffle 1,Deploy 2023,4/24/2023,NA
50276,226001370219,NA,NA,32,1,Riffle 1,Deploy 2023,4/24/2023,NA
50285,226001370228,NA,NA,16,1,Riffle 1,Deploy 2023,4/24/2023,NA
50227,226001370232,NA,NA,32,1,Riffle 1,Deploy 2023,4/24/2023,NA
50296,226001370235,NA,NA,16,1,Riffle 1,Deploy 2023,4/24/2023,NA
50294,226001370237,NA,NA,32,1,Riffle 1,Deploy 2023,4/24/2023,NA
50239,226001370243,NA,NA,16,1,Riffle 1,Deploy 2023,4/24/2023,NA
50257,226001370244,NA,NA,16,1,Riffle 1,Deploy 2023,4/24/2023,NA
50209,226001370256,NA,NA,16,1,Riffle 1,Deploy 2023,4/24/2023,NA
50230,226001370264,NA,NA,32,1,Riffle 1,Deploy 2023,4/24/2023,NA
50235,226001370277,NA,NA,16,1,Riffle 1,Deploy 2023,4/24/2023,NA
50204,226001370281,NA,NA,16,1,Riffle 1,Deploy 2023,4/24/2023,NA
50215,226001370292,NA,NA,16,1,Riffle 1,Deploy 2023,4/24/2023,NA
50219,226001370318,NA,NA,16,1,Riffle 1,Deploy 2023,4/24/2023,NA
50270,226001370337,NA,NA,16,1,Riffle 1,Deploy 2023,4/24/2023,NA
50278,226001370342,NA,NA,16,1,Riffle 1,Deploy 2023,4/24/2023,NA
50245,226001370356,NA,NA,16,1,Riffle 1,Deploy 2023,4/24/2023,NA
50221,226001370376,NA,NA,16,1,Riffle 1,Deploy 2023,4/24/2023,NA
50269,228000607505,NA,NA,64,1,Riffle 1,Deploy 2023,4/24/2023,NA
50247,228000607507,NA,NA,64,1,Riffle 1,Deploy 2023,4/24/2023,NA
50251,228000607509,NA,NA,64,1,Riffle 1,Deploy 2023,4/24/2023,NA
50208,228000607513,NA,NA,64,1,Riffle 1,Deploy 2023,4/24/2023,NA
50280,228000607516,NA,NA,64,1,Riffle 1,Deploy 2023,4/24/2023,NA
50258,228000607517,NA,NA,64,1,Riffle 1,Deploy 2023,4/24/2023,NA
50273,228000607520,NA,NA,64,1,Riffle 1,Deploy 2023,4/24/2023,NA
50266,228000607524,NA,NA,64,1,Riffle 1,Deploy 2023,4/24/2023,NA
50218,228000607532,NA,NA,64,1,Riffle 1,Deploy 2023,4/24/2023,NA
50286,228000607533,NA,NA,64,1,Riffle 1,Deploy 2023,4/24/2023,NA
50255,228000607534,NA,NA,64,1,Riffle 1,Deploy 2023,4/24/2023,NA
50267,228000607535,NA,NA,64,1,Riffle 1,Deploy 2023,4/24/2023,NA
50283,228000607537,NA,NA,64,1,Riffle 1,Deploy 2023,4/24/2023,NA
50254,228000607541,NA,NA,64,1,Riffle 1,Deploy 2023,4/24/2023,NA
50217,228000607546,NA,NA,64,1,Riffle 1,Deploy 2023,4/24/2023,NA
50252,228000607549,NA,NA,64,1,Riffle 1,Deploy 2023,4/24/2023,NA
50234,228000607552,NA,NA,64,1,Riffle 1,Deploy 2023,4/24/2023,NA
50259,228000607560,NA,NA,64,1,Riffle 1,Deploy 2023,4/24/2023,NA
50272,228000607565,NA,NA,64,1,Riffle 1,Deploy 2023,4/24/2023,NA
50253,228000607571,NA,NA,64,1,Riffle 1,Deploy 2023,4/24/2023,NA
50263,228000607573,NA,NA,64,1,Riffle 1,Deploy 2023,4/24/2023,NA
50256,228000607577,NA,NA,64,1,Riffle 1,Deploy 2023,4/24/2023,NA
50293,230000111507,NA,NA,256,1,Riffle 1,Deploy 2023,4/24/2023,NA
50287,230000111510,NA,NA,256,1,Riffle 1,Deploy 2023,4/24/2023,NA
50275,230000111523,NA,NA,128,1,Riffle 1,Deploy 2023,4/24/2023,NA
50279,230000111527,NA,NA,90,1,Riffle 1,Deploy 2023,4/24/2023,NA
50271,230000111534,NA,NA,180,1,Riffle 1,Deploy 2023,4/24/2023,NA
50237,230000111540,NA,NA,90,1,Riffle 1,Deploy 2023,4/24/2023,NA
50274,230000111541,NA,NA,>256,1,Riffle 1,Deploy 2023,4/24/2023,NA
50236,230000111545,NA,NA,90,1,Riffle 1,Deploy 2023,4/24/2023,NA
50290,230000111548,NA,NA,90,1,Riffle 1,Deploy 2023,4/24/2023,NA
50226,230000111551,NA,NA,128,1,Riffle 1,Deploy 2023,4/24/2023,NA
50246,230000111555,NA,NA,90,1,Riffle 1,Deploy 2023,4/24/2023,NA
50260,230000111560,NA,NA,64,1,Riffle 1,Deploy 2023,4/24/2023,NA
50212,230000111562,NA,NA,180,1,Riffle 1,Deploy 2023,4/24/2023,NA
50262,230000111566,NA,NA,128,1,Riffle 1,Deploy 2023,4/24/2023,NA
50297,230000111567,NA,NA,90,1,Riffle 1,Deploy 2023,4/24/2023,NA
50291,230000111570,NA,NA,128,1,Riffle 1,Deploy 2023,4/24/2023,NA
50228,230000111575,NA,NA,90,1,Riffle 1,Deploy 2023,4/24/2023,NA
50207,230000111578,NA,NA,>256,1,Riffle 1,Deploy 2023,4/24/2023,NA
50222,230000111581,NA,NA,90,1,Riffle 1,Deploy 2023,4/24/2023,NA
50242,230000111592,NA,NA,128,1,Riffle 1,Deploy 2023,4/24/2023,NA
50295,230000111594,NA,NA,90,1,Riffle 1,Deploy 2023,4/24/2023,NA
50220,230000111596,NA,NA,90,1,Riffle 1,Deploy 2023,4/24/2023,NA
50250,230000111614,NA,NA,256,1,Riffle 1,Deploy 2023,4/24/2023,NA
50288,230000111624,NA,NA,180,1,Riffle 1,Deploy 2023,4/24/2023,NA
50216,230000111631,NA,NA,64,1,Riffle 1,Deploy 2023,4/24/2023,NA
50268,230000111643,NA,NA,128,1,Riffle 1,Deploy 2023,4/24/2023,NA
50248,230000111644,NA,NA,90,1,Riffle 1,Deploy 2023,4/24/2023,NA
50299,230000111648,NA,NA,90,1,Riffle 1,Deploy 2023,4/24/2023,NA
50233,230000111668,NA,NA,128,1,Riffle 1,Deploy 2023,4/24/2023,NA
50289,230000111677,NA,NA,90,1,Riffle 1,Deploy 2023,4/24/2023,NA
50202,230000111683,NA,NA,128,1,Riffle 1,Deploy 2023,4/24/2023,NA
50277,230000111684,NA,NA,128,1,Riffle 1,Deploy 2023,4/24/2023,NA
50240,230000111686,NA,NA,90,1,Riffle 1,Deploy 2023,4/24/2023,NA
50244,230000111695,NA,NA,90,1,Riffle 1,Deploy 2023,4/24/2023,NA
50249,230000111698,NA,NA,90,1,Riffle 1,Deploy 2023,4/24/2023,NA
50231,230000111700,NA,NA,90,1,Riffle 1,Deploy 2023,4/24/2023,NA
50205,230000111708,NA,NA,128,1,Riffle 1,Deploy 2023,4/24/2023,NA
50200,230000111712,NA,NA,128,1,Riffle 1,Deploy 2023,4/24/2023,NA
50292,230000111716,NA,NA,128,1,Riffle 1,Deploy 2023,4/24/2023,NA
50210,230000111717,NA,NA,90,1,Riffle 1,Deploy 2023,4/24/2023,NA
50214,230000111725,NA,NA,256,1,Riffle 1,Deploy 2023,4/24/2023,NA
50282,230000111728,NA,NA,180,1,Riffle 1,Deploy 2023,4/24/2023,NA
50229,230000111733,NA,NA,>256,1,Riffle 1,Deploy 2023,4/24/2023,NA
50224,230000111734,NA,NA,128,1,Riffle 1,Deploy 2023,4/24/2023,NA
50238,230000111735,NA,NA,128,1,Riffle 1,Deploy 2023,4/24/2023,NA
50213,230000111746,NA,NA,90,1,Riffle 1,Deploy 2023,4/24/2023,NA
50284,230000298011,NA,NA,256,1,Riffle 1,Deploy 2023,4/24/2023,NA
50265,230000298013,NA,NA,256,1,Riffle 1,Deploy 2023,4/24/2023,NA
50211,231000039702,NA,NA,32,1,Riffle 1,Deploy 2023,4/24/2023,NA
50264,231000039711,NA,NA,32,1,Riffle 1,Deploy 2023,4/24/2023,NA
50203,231000039714,NA,NA,32,1,Riffle 1,Deploy 2023,4/24/2023,NA
50281,231000039720,NA,NA,32,1,Riffle 1,Deploy 2023,4/24/2023,NA
50223,231000039733,NA,NA,32,1,Riffle 1,Deploy 2023,4/24/2023,NA
50261,231000039735,NA,NA,32,1,Riffle 1,Deploy 2023,4/24/2023,NA
50201,231000039738,NA,NA,32,1,Riffle 1,Deploy 2023,4/24/2023,NA
50232,231000039758,NA,NA,32,1,Riffle 1,Deploy 2023,4/24/2023,NA
50241,231000039765,NA,NA,32,1,Riffle 1,Deploy 2023,4/24/2023,NA
50243,231000039781,NA,NA,32,1,Riffle 1,Deploy 2023,4/24/2023,NA
50200,230000111712,50400*,50400,NA,1,Riffle 1,Relocate 2023,9/25/2023,NA
50201,231000039738,50401b,50401,NA,1,Riffle 1,Relocate 2023,9/25/2023,NA
50202,230000111683,50402*,50402,NA,1,Riffle 1,Relocate 2023,9/25/2023,NA
50203,231000039714,50403*,50403,NA,1,Riffle 1,Relocate 2023,9/25/2023,NA
50204,226001370281,NA,NA,NA,1,Riffle 1,Relocate 2023,9/25/2023,NA
50205,230000111708,50405*,50405,NA,1,Riffle 1,Relocate 2023,9/25/2023,NA
50206,226001370212,NA,NA,NA,1,Riffle 1,Relocate 2023,9/25/2023,NA
50207,230000111578,50407*,50407,NA,1,Riffle 1,Relocate 2023,9/25/2023,NA
50208,228000607513,50408*,50408,NA,1,Riffle 1,Relocate 2023,9/25/2023,NA
50209,226001370256,NA,NA,NA,1,Riffle 1,Relocate 2023,9/25/2023,NA
50210,230000111717,50410*,50410,NA,1,Riffle 1,Relocate 2023,9/25/2023,NA
50211,231000039702,50411b,50411,NA,1,Riffle 1,Relocate 2023,9/25/2023,NA
50212,230000111562,50412,50412,NA,1,Riffle 1,Relocate 2023,9/25/2023,NA
50213,230000111746,50413*,50413,NA,1,Riffle 1,Relocate 2023,9/25/2023,NA
50214,230000111725,50414*,50414,NA,1,Riffle 1,Relocate 2023,9/25/2023,NA
50215,226001370292,NA,NA,NA,1,Riffle 1,Relocate 2023,9/25/2023,NA
50216,230000111631,50416*,50416,NA,1,Riffle 1,Relocate 2023,9/25/2023,NA
50217,228000607546,50417*,50417,NA,1,Riffle 1,Relocate 2023,9/25/2023,NA
50218,228000607532,50418*,50418,NA,1,Riffle 1,Relocate 2023,9/25/2023,NA
50219,226001370318,NA,NA,NA,1,Riffle 1,Relocate 2023,9/25/2023,NA
50220,230000111596,50420*,50420,NA,1,Riffle 1,Relocate 2023,9/25/2023,NA
50221,226001370376,NA,NA,NA,1,Riffle 1,Relocate 2023,9/25/2023,NA
50222,230000111581,50422*,50422,NA,1,Riffle 1,Relocate 2023,9/25/2023,NA
50223,231000039733,50423h*,50423,NA,1,Riffle 1,Relocate 2023,9/25/2023,NA
50224,230000111734,50424*,50424,NA,1,Riffle 1,Relocate 2023,9/25/2023,NA
50225,226001370206,NA,NA,NA,1,Riffle 1,Relocate 2023,9/25/2023,NA
50226,230000111551,50426,50426,NA,1,Riffle 1,Relocate 2023,9/25/2023,NA
50227,226001370232,50427b*,50427,NA,1,Riffle 1,Relocate 2023,9/25/2023,NA
50228,230000111575,50428b*,50428,NA,1,Riffle 1,Relocate 2023,9/25/2023,NA
50229,230000111733,50429*,50429,NA,1,Riffle 1,Relocate 2023,9/25/2023,NA
50230,226001370264,50430bh*,50430,NA,1,Riffle 1,Relocate 2023,9/25/2023,NA
50231,230000111700,50431*,50431,NA,1,Riffle 1,Relocate 2023,9/25/2023,NA
50232,231000039758,50432bh*,50432,NA,1,Riffle 1,Relocate 2023,9/25/2023,NA
50233,230000111668,50433*,50433,NA,1,Riffle 1,Relocate 2023,9/25/2023,NA
50234,228000607552,50434*,50434,NA,1,Riffle 1,Relocate 2023,9/25/2023,NA
50235,226001370277,50435*,50435,NA,1,Riffle 1,Relocate 2023,9/25/2023,NA
50236,230000111545,50436*,50436,NA,1,Riffle 1,Relocate 2023,9/25/2023,NA
50237,230000111540,50437*,50437,NA,1,Riffle 1,Relocate 2023,9/25/2023,NA
50238,230000111735,50438*,50438,NA,1,Riffle 1,Relocate 2023,9/25/2023,NA
50239,226001370243,NA,NA,NA,1,Riffle 1,Relocate 2023,9/25/2023,NA
50240,230000111686,50440*,50440,NA,1,Riffle 1,Relocate 2023,9/25/2023,NA
50241,231000039765,NA,NA,NA,1,Riffle 1,Relocate 2023,9/25/2023,NA
50242,230000111592,50442*,50442,NA,1,Riffle 1,Relocate 2023,9/25/2023,NA
50243,231000039781,50443b,50443,NA,1,Riffle 1,Relocate 2023,9/25/2023,NA
50244,230000111695,50444*,50444,NA,1,Riffle 1,Relocate 2023,9/25/2023,NA
50245,226001370356,NA,NA,NA,1,Riffle 1,Relocate 2023,9/25/2023,NA
50246,230000111555,50446h,50446,NA,1,Riffle 1,Relocate 2023,9/25/2023,NA
50247,228000607507,50447b,50447,NA,1,Riffle 1,Relocate 2023,9/25/2023,NA
50248,230000111644,50448h*,50448,NA,1,Riffle 1,Relocate 2023,9/25/2023,NA
50249,230000111698,50449*,50449,NA,1,Riffle 1,Relocate 2023,9/25/2023,NA
50250,230000111614,50450*,50450,NA,1,Riffle 1,Relocate 2023,9/25/2023,NA
50251,228000607509,50451b,50451,NA,1,Riffle 1,Relocate 2023,9/25/2023,NA
50252,228000607549,50452bh*,50452,NA,1,Riffle 1,Relocate 2023,9/25/2023,NA
50253,228000607571,50453*,50453,NA,1,Riffle 1,Relocate 2023,9/25/2023,NA
50254,228000607541,50454h*,50454,NA,1,Riffle 1,Relocate 2023,9/25/2023,NA
50255,228000607534,50455,50455,NA,1,Riffle 1,Relocate 2023,9/25/2023,NA
50256,228000607577,50456h,50456,NA,1,Riffle 1,Relocate 2023,9/25/2023,NA
50257,226001370244,50457bh*,50457,NA,1,Riffle 1,Relocate 2023,9/25/2023,NA
50258,228000607517,50458*,50458,NA,1,Riffle 1,Relocate 2023,9/25/2023,NA
50259,228000607560,50459*,50459,NA,1,Riffle 1,Relocate 2023,9/25/2023,NA
50260,230000111560,50460*,50460,NA,1,Riffle 1,Relocate 2023,9/25/2023,NA
50261,231000039735,50461hb*,50461,NA,1,Riffle 1,Relocate 2023,9/25/2023,NA
50262,230000111566,50462*,50462,NA,1,Riffle 1,Relocate 2023,9/25/2023,NA
50263,228000607573,50463h*,50463,NA,1,Riffle 1,Relocate 2023,9/25/2023,NA
50264,231000039711,NA,NA,NA,1,Riffle 1,Relocate 2023,9/25/2023,NA
50265,230000298013,50465*,50465,NA,1,Riffle 1,Relocate 2023,9/25/2023,NA
50266,228000607524,50466h*,50466,NA,1,Riffle 1,Relocate 2023,9/25/2023,NA
50267,228000607535,50467bh*,50467,NA,1,Riffle 1,Relocate 2023,9/25/2023,NA
50268,230000111643,50468*,50468,NA,1,Riffle 1,Relocate 2023,9/25/2023,NA
50269,228000607505,50469*,50469,NA,1,Riffle 1,Relocate 2023,9/25/2023,NA
50270,226001370337,NA,NA,NA,1,Riffle 1,Relocate 2023,9/25/2023,NA
50271,230000111534,50471h*,50471,NA,1,Riffle 1,Relocate 2023,9/25/2023,NA
50272,228000607565,50472hb*,50472,NA,1,Riffle 1,Relocate 2023,9/25/2023,NA
50273,228000607520,50473h*,50473,NA,1,Riffle 1,Relocate 2023,9/25/2023,NA
50274,230000111541,50474*,50474,NA,1,Riffle 1,Relocate 2023,9/25/2023,NA
50275,230000111523,50475h*,50475,NA,1,Riffle 1,Relocate 2023,9/25/2023,NA
50276,226001370219,NA,NA,NA,1,Riffle 1,Relocate 2023,9/25/2023,NA
50277,230000111684,50477h*,50477,NA,1,Riffle 1,Relocate 2023,9/25/2023,NA
50278,226001370342,NA,NA,NA,1,Riffle 1,Relocate 2023,9/25/2023,NA
50279,230000111527,50479*,50479,NA,1,Riffle 1,Relocate 2023,9/25/2023,NA
50280,228000607516,50480b,50480,NA,1,Riffle 1,Relocate 2023,9/25/2023,NA
50281,231000039720,50481h*,50481,NA,1,Riffle 1,Relocate 2023,9/25/2023,NA
50282,230000111728,50482*,50482,NA,1,Riffle 1,Relocate 2023,9/25/2023,NA
50283,228000607537,50483h*,50483,NA,1,Riffle 1,Relocate 2023,9/25/2023,NA
50284,230000298011,50484h*,50484,NA,1,Riffle 1,Relocate 2023,9/25/2023,NA
50285,226001370228,NA,NA,NA,1,Riffle 1,Relocate 2023,9/25/2023,NA
50286,228000607533,50486*,50486,NA,1,Riffle 1,Relocate 2023,9/25/2023,NA
50287,230000111510,50487h*,50487,NA,1,Riffle 1,Relocate 2023,9/25/2023,NA
50288,230000111624,50488*,50488,NA,1,Riffle 1,Relocate 2023,9/25/2023,NA
50289,230000111677,50489h*,50489,NA,1,Riffle 1,Relocate 2023,9/25/2023,NA
50290,230000111548,50490h,50490,NA,1,Riffle 1,Relocate 2023,9/25/2023,NA
50291,230000111570,50491h*,50491,NA,1,Riffle 1,Relocate 2023,9/25/2023,NA
50292,230000111716,50492h*,50492,NA,1,Riffle 1,Relocate 2023,9/25/2023,NA
50293,230000111507,50493*,50493,NA,1,Riffle 1,Relocate 2023,9/25/2023,NA
50294,226001370237,50494b*,50494,NA,1,Riffle 1,Relocate 2023,9/25/2023,NA
50295,230000111594,50495bh*,50495,NA,1,Riffle 1,Relocate 2023,9/25/2023,NA
50296,226001370235,NA,NA,NA,1,Riffle 1,Relocate 2023,9/25/2023,NA
50297,230000111567,50497bh,50497,NA,1,Riffle 1,Relocate 2023,9/25/2023,NA
50298,226001370215,NA,NA,NA,1,Riffle 1,Relocate 2023,9/25/2023,NA
50299,230000111648,50499bh*,50499,NA,1,Riffle 1,Relocate 2023,9/25/2023,NA
50400,230000111712,50700*,50700,NA,1,Riffle 1,Relocate 2024,9/24/2024,NA
50401,231000039738,50701b~,50701,NA,1,Riffle 1,Relocate 2024,9/24/2024,NA
50402,230000111683,50702b~,50702,NA,1,Riffle 1,Relocate 2024,9/24/2024,NA
50403,231000039714,50703b*,50703,NA,1,Riffle 1,Relocate 2024,9/24/2024,NA
50204,226001370281,NA,NA,NA,1,Riffle 1,Relocate 2024,9/24/2024,NA
50405,230000111708,50705,50705,NA,1,Riffle 1,Relocate 2024,9/24/2024,NA
50206,226001370212,NA,NA,NA,1,Riffle 1,Relocate 2024,9/24/2024,NA
50407,230000111578,50707,50707,NA,1,Riffle 1,Relocate 2024,9/24/2024,NA
50408,228000607513,50708b,50708,NA,1,Riffle 1,Relocate 2024,9/24/2024,NA
50209,226001370256,50709b~*,50709,NA,1,Riffle 1,Relocate 2024,9/24/2024,NA
50410,230000111717,50710,50710,NA,1,Riffle 1,Relocate 2024,9/24/2024,NA
50411,231000039702,50711b*,50711,NA,1,Riffle 1,Relocate 2024,9/24/2024,NA
50412,230000111562,50712,50712,NA,1,Riffle 1,Relocate 2024,9/24/2024,NA
50413,230000111746,50713*,50713,NA,1,Riffle 1,Relocate 2024,9/24/2024,NA
50414,230000111725,50714,50714,NA,1,Riffle 1,Relocate 2024,9/24/2024,NA
50215,226001370292,NA,NA,NA,1,Riffle 1,Relocate 2024,9/24/2024,NA
50416,230000111631,50716*,50716,NA,1,Riffle 1,Relocate 2024,9/24/2024,NA
50417,228000607546,50717*,50717,NA,1,Riffle 1,Relocate 2024,9/24/2024,NA
50418,228000607532,50718,50718,NA,1,Riffle 1,Relocate 2024,9/24/2024,NA
50219,226001370318,50719,50719,NA,1,Riffle 1,Relocate 2024,9/24/2024,M34 Detection Only
50420,230000111596,50720*,50720,NA,1,Riffle 1,Relocate 2024,9/24/2024,NA
50221,226001370376,50721b*,50721,NA,1,Riffle 1,Relocate 2024,9/24/2024,NA
50422,230000111581,50722b,50722,NA,1,Riffle 1,Relocate 2024,9/24/2024,NA
50423,231000039733,50723b*,50723,NA,1,Riffle 1,Relocate 2024,9/24/2024,NA
50424,230000111734,50724h*,50724,NA,1,Riffle 1,Relocate 2024,9/24/2024,NA
50225,226001370206,NA,NA,NA,1,Riffle 1,Relocate 2024,9/24/2024,NA
50426,230000111551,NA,NA,NA,1,Riffle 1,Relocate 2024,9/24/2024,NA
50427,226001370232,NA,NA,NA,1,Riffle 1,Relocate 2024,9/24/2024,NA
50428,230000111575,50728h,50728,NA,1,Riffle 1,Relocate 2024,9/24/2024,NA
50429,230000111733,50729,50729,NA,1,Riffle 1,Relocate 2024,9/24/2024,NA
50430,226001370264,NA,NA,NA,1,Riffle 1,Relocate 2024,9/24/2024,NA
50431,230000111700,50731h,50731,NA,1,Riffle 1,Relocate 2024,9/24/2024,NA
50432,231000039758,50732,50732,NA,1,Riffle 1,Relocate 2024,9/24/2024,M34 Detection Only
50433,230000111668,50733,50733,NA,1,Riffle 1,Relocate 2024,9/24/2024,NA
50434,228000607552,50734*,50734,NA,1,Riffle 1,Relocate 2024,9/24/2024,NA
50435,226001370277,50735,50735,NA,1,Riffle 1,Relocate 2024,9/24/2024,M34 Detection Only
50436,230000111545,50736,50736,NA,1,Riffle 1,Relocate 2024,9/24/2024,NA
50437,230000111540,50737*,50737,NA,1,Riffle 1,Relocate 2024,9/24/2024,NA
50438,230000111735,50738*,50738,NA,1,Riffle 1,Relocate 2024,9/24/2024,NA
50239,226001370243,50739b*,50739,NA,1,Riffle 1,Relocate 2024,9/24/2024,NA
50440,230000111686,50740,50740,NA,1,Riffle 1,Relocate 2024,9/24/2024,NA
50241,231000039765,50741b*,50741,NA,1,Riffle 1,Relocate 2024,9/24/2024,NA
50442,230000111592,50742,50742,NA,1,Riffle 1,Relocate 2024,9/24/2024,M34 Detection Only
50443,231000039781,50743b,50743,NA,1,Riffle 1,Relocate 2024,9/24/2024,NA
50444,230000111695,50744h*,50744,NA,1,Riffle 1,Relocate 2024,9/24/2024,NA
50245,226001370356,NA,NA,NA,1,Riffle 1,Relocate 2024,9/24/2024,NA
50446,230000111555,50746h,50746,NA,1,Riffle 1,Relocate 2024,9/24/2024,NA
50447,228000607507,50747b,50747,NA,1,Riffle 1,Relocate 2024,9/24/2024,NA
50448,230000111644,50748h,50748,NA,1,Riffle 1,Relocate 2024,9/24/2024,NA
50449,230000111698,50749*,50749,NA,1,Riffle 1,Relocate 2024,9/24/2024,NA
50450,230000111614,50750*,50750,NA,1,Riffle 1,Relocate 2024,9/24/2024,NA
50451,228000607509,50751b,50751,NA,1,Riffle 1,Relocate 2024,9/24/2024,NA
50452,228000607549,50752*,50752,NA,1,Riffle 1,Relocate 2024,9/24/2024,NA
50453,228000607571,50753*,50753,NA,1,Riffle 1,Relocate 2024,9/24/2024,NA
50454,228000607541,50754h,50754,NA,1,Riffle 1,Relocate 2024,9/24/2024,NA
50455,228000607534,50755h,50755,NA,1,Riffle 1,Relocate 2024,9/24/2024,NA
50456,228000607577,50756*,50756,NA,1,Riffle 1,Relocate 2024,9/24/2024,NA
50457,226001370244,50757b,50757,NA,1,Riffle 1,Relocate 2024,9/24/2024,NA
50458,228000607517,50758,50758,NA,1,Riffle 1,Relocate 2024,9/24/2024,NA
50459,228000607560,50759h,50759,NA,1,Riffle 1,Relocate 2024,9/24/2024,NA
50460,230000111560,50760*,50760,NA,1,Riffle 1,Relocate 2024,9/24/2024,NA
50461,231000039735,50761b,50761,NA,1,Riffle 1,Relocate 2024,9/24/2024,NA
50462,230000111566,50762,50762,NA,1,Riffle 1,Relocate 2024,9/24/2024,NA
50463,228000607573,50763*,50763,NA,1,Riffle 1,Relocate 2024,9/24/2024,NA
50464,231000039711,50764*,50764,NA,1,Riffle 1,Relocate 2024,9/24/2024,NA
50465,230000298013,50765,50765,NA,1,Riffle 1,Relocate 2024,9/24/2024,NA
50466,228000607524,50766h*,50766,NA,1,Riffle 1,Relocate 2024,9/24/2024,NA
50467,228000607535,50767b*,50767,NA,1,Riffle 1,Relocate 2024,9/24/2024,NA
50468,230000111643,50768,50768,NA,1,Riffle 1,Relocate 2024,9/24/2024,NA
50469,228000607505,50769*,50769,NA,1,Riffle 1,Relocate 2024,9/24/2024,NA
50270,226001370337,NA,NA,NA,1,Riffle 1,Relocate 2024,9/24/2024,NA
50471,230000111534,50771,50771,NA,1,Riffle 1,Relocate 2024,9/24/2024,NA
50472,228000607565,50772h*,50772,NA,1,Riffle 1,Relocate 2024,9/24/2024,NA
50473,228000607520,50773*,50773,NA,1,Riffle 1,Relocate 2024,9/24/2024,NA
50474,230000111541,50774*,50774,NA,1,Riffle 1,Relocate 2024,9/24/2024,NA
50475,230000111523,50775*,50775,NA,1,Riffle 1,Relocate 2024,9/24/2024,NA
50276,226001370219,NA,NA,NA,1,Riffle 1,Relocate 2024,9/24/2024,NA
50477,230000111684,50777b*,50777,NA,1,Riffle 1,Relocate 2024,9/24/2024,NA
50278,226001370342,NA,NA,NA,1,Riffle 1,Relocate 2024,9/24/2024,NA
50479,230000111527,50779*,50779,NA,1,Riffle 1,Relocate 2024,9/24/2024,NA
50480,228000607516,50780b*,50780,NA,1,Riffle 1,Relocate 2024,9/24/2024,NA
50481,231000039720,50781b*,50781,NA,1,Riffle 1,Relocate 2024,9/24/2024,NA
50482,230000111728,50782,50782,NA,1,Riffle 1,Relocate 2024,9/24/2024,NA
50483,228000607537,50783*,50783,NA,1,Riffle 1,Relocate 2024,9/24/2024,NA
50484,230000298011,50784h,50784,NA,1,Riffle 1,Relocate 2024,9/24/2024,NA
50285,226001370228,NA,NA,NA,1,Riffle 1,Relocate 2024,9/24/2024,NA
50486,228000607533,50786,50786,NA,1,Riffle 1,Relocate 2024,9/24/2024,M34 Detection Only
50487,230000111510,50787h,50787,NA,1,Riffle 1,Relocate 2024,9/24/2024,NA
50488,230000111624,50788h*,50788,NA,1,Riffle 1,Relocate 2024,9/24/2024,NA
50489,230000111677,50789,50789,NA,1,Riffle 1,Relocate 2024,9/24/2024,M34 Detection Only
50490,230000111548,50790b*,50790,NA,1,Riffle 1,Relocate 2024,9/24/2024,NA
50491,230000111570,50791h*,50791,NA,1,Riffle 1,Relocate 2024,9/24/2024,NA
50492,230000111716,50792h,50792,NA,1,Riffle 1,Relocate 2024,9/24/2024,NA
50493,230000111507,50793*,50793,NA,1,Riffle 1,Relocate 2024,9/24/2024,NA
